1, Arab Open University, Oman
844, Guru Ghasidas University, India
845, Gokhale Institute of Politics and Economics, India
846, Gandhi Institute of Technology and Managment, India
847, Guru Jambeshwar University, India
848, Gurukula Kangri University, India
849, Guru Nanak Dev University, India
850, Global Open University , Nagaland, India
851, Gujarat Technological University Ahmedabad, India
852, Gujarat University Ahmedabad, India
853, Gulbarga University, India
854, Gauhati University, India
855, Gurukul University, India
856, CCS Haryana Agricultural University, India
857, Chaudhary Charan Singh Haryana Agricultural University, India
858, Himachal Pradesh Agricultural University, India
859, Hemwati Nandan Bahuguna Garhwal University, India
860, Hidayatullah National Law University, Raipur, India
861, Sri Ramachardra Medical College and Research Institute, India
862, Himachal Pradesh University, India
863, Indian Agricultural Research Institute, India
864, IASE (Institute of Advanced Studies) Deemed University, India
865, ICFAI University, India
866, ICFAI University, Dehradun, India
867, ICFAI University, Tripura, India
868, ICFAI University, Sikkim, India
869, ICFAI University, Mizoram, India
870, ICFAI University, Meghalaya, India
871, ICFAI University, Jharkhand, India
872, ICFAI University, Nagaland, India
873, ICFAI University, Jaipur, India
874, ICFAI University, Raipur, India
875, ICFAI University, Himachal Pradesh, India
876, ICFAI University, Hyderabad, India
877, Indira Gandhi Agricultural University, India
878, Indira Gandhi Institute of Development and Research, India
879, Indira Gandhi Institute of Medical Sciences, India
880, Indira Gandhi National Open University, India
881, Indian Institute of Information Technology, India
882, Indian Institute of Information Technology and Management - Kerala, India
883, Indian Institute of Information Technology and Management - Gwalior, India
884, Indraprastha Institute of Information Technology, Delhi, India
885, International Institute of Information Technology, Pune, India
886, International Institute of Information Technology, Bhubaneswar, India
887, International Institute of Information Technology, Bangalore, India
888, Indian Institute of Management, Tiruchirappalli, India
889, Indian Institute of Information Technology, Guwahati, India
890, Indian Institute of Information Technology, Vadodara, India
891, Indian Institute of Information Technology, Kota, India
892, International Institute for Population Sciences, India
893, Indian Institute of Science, India
894, Indian Institute of Technology, Bombay, India
895, Indian Institute of Technology, Delhi, India
896, Indian Institute of Technology, Gandhinagar, India
897, Indian Institute of Technology, Guwahati, India
898, Indian Institute of Technology, Hyderabad, India
899, Indian Institute of Technology, Kanpur, India
900, Indian Institute of Technology, Kharagpur, India
901, Indian Institute of Technology, Madras, India
902, Madras Institute of Technology, India
903, Indian Institute of Technology, Roorkee, India
904, Indian Institute of Technology, Patna, India
905, Indian Institute of Technology, Indore, India
906, Indian Institute of Technology, Jodhpur, India
907, University of Music and Fine Arts, India
908, Indian Law Institue, India
909, Indus University, India
910, Integral University, India
911, Guru Gobind Singh Indraprastha University, India
912, Indian School of Business Management and Administration, India
913, Indian Statistical Institute, India
914, Indian School of Mines (ISM), India
915, Institute of Technology and Management, India
916, Indian University, India
917, Indian Veterinary Research Institute, India
918, Jadavpur University, India
919, First Global University to teaching Jainism, India
920, Jamia Hamdard University, India
921, University of Jammu, India
922, Jaypee Institute of Information Technology, India
923, Jiwaji University, India
924, Jamia Millia Islamia University, India
925, Jawaharlal Nehru Centre for Advanced  Scientific Research, India
926, Jawaharlal Nehru Agricultural University, India
927, Jawaharlal Nehru Technological University, India
928, Jawaharlal Nehru University, India
929, Jaipur National University, India
930, Jodhpur National University, India
931, Jai Prakash University, India
932, Rajasthan Vidyapeeth University, India
933, Jain Vishva Bharati Institute, India
934, Kalinga University, India
935, Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya, India
936, Kannada University, India
937, Kannur University, India
938, Chhatrapati Shahu Ji Maharaj University, India
939, Kanpur University, India
940, Karnataka State Open University, India
941, Karpagam University, India
942, Karunya Institute Of Technology ( Deemed University), India
943, University of Kashmir, India
944, Kerala Agricultural University, India
945, University of Kerala, India
946, Kohinoor School of Hospitality Management, India
947, University of Kalyani, India
948, Krishna University, India
949, Kameshwar Singh Darbhanga Sanskrit University, India
950, Karnataka State Law University, India
951, Karnatak University, India
952, Kerala University of Fisheries and Ocean Sciences, India
953, Kurukshetra University, India
954, Kumaraguru College of Technology, India
955, Kumaun University, India
956, Kuvempu University, India
957, Kakatiya University, India
958, L.D.College of Engineering, India
959, Lakshmibai National Institute of Physical Education, India
960, Lalit Narayan Mithila University, India
961, University of Lucknow, India
962, Mar Athanasios College for Advanced Studies, India
963, Magadh University, India
964, Mangalore University, India
965, Manipal University, India
966, Manipur University, India
967, Moulana Azad national Urdu University, India
968, Makanlal Chutur Vedi University, India
969, Makhanlal Chaturvedi National University of Journalism and Communication, India
970, Maharshi Dayanand Sarswati University Ajmer, India
971, Maharishi Dayanand University, Rohtak (Haryana ), India
972, Mahatma Gandhi Kashi Vidyapith, India
973, Maharaja Ganga Singh University, Bikaner, India
974, Mahatma Gandhi University, Kerala, India
975, Mahatma Jyotiba Phule Rohilkhand University Bareilly, India
976, Madurai Kamaraj University, India
977, Marathwada Agricultural University, India
978, Mohan Lal Sukhadia University, India
979, Motilal Nehru National Institute Of Technology, India
980, Madhya Pradesh Bhoj (Open) University, India
981, Mahatma Phule Agricultural University, India
982, Maharaja Sayajirao University of Baroda, India
983, University of Mumbai, India
984, Acharya Nagarjuna University, India
985, Nagaland University, India
986, Nagpur University, India
987, Nalanda Open University, India
988, National Museum Institute of History of Art, Conservation and Museology, India
989, University of North Bengal, India
990, National Dairy Research Institute, India
991, Narendra Deva University of Agriculture and Technology, India
992, North Eastern Hill University, India
993, Hemchandracharay North Gujarat University, India
994, National Institute of Mental Health and Neuro Sciences, India
995, University of Petroleum and Energy Studies, India
996, DAV Institute of Engineering & Technology, India
997, Lovely Professional University, India
998, Somaiya Vidyavihar, India
999, NorthCap University, India
1000, Dharamsinh Desai University, India
1001, University of Health Sciences Andhra Pradesh, India
1002, Allahabad Agricultural Institute, Deemed University, India
1003, Assam Agricultural University, India
1004, Ahmedabad University, India
1005, All India Institute of Medical Sciences, India
1006, AISECT University, India
1007, Alagappa University, India
1008, Allahabad University, India
1009, Open International University for Alternative Medicines, India
1010, Indian Board of Alternative Medicine, India
1011, Amity University, India
1012, Amrita Vishwa Vidyapeetham (Deemed University), India
1013, Amravati University, India
1014, Aligarh Muslim University, India
1015, Andhra University, India
1016, Acharya Ranga Agricultural University, India
1017, Annamalai University, India
1018, Anna University of Technology, Tirunelveli, India
1019, Anna University, India
1020, Awadhesh Pratap Singh University, India
1021, ARYA Institute of Engineering & Technology, India
1022, Assam University, India
1023, Gujarat Ayurved University, India
1024, Dr. Babasaheb Ambedkar Marathwada Universtiy, India
1025, Berhampur University, India
1026, Banasthali University, India
1027, Bankura University, India
1028, Birsa Agricultural University, India
1029, Babasaheb Bhimrao Ambedkar University, India
1030, Bidhan Chandra Agricultural University, India
1031, Bharathidasan University, India
1032, Bengal Engineering College, India
1033, Bangalore University, India
